lang	source
fr_CA,fr_CI	Starts playing from the beginning of the track.
fr_CA,fr_CI	Jumps to the beginning of the track and stops.
fr_CA,fr_CI	Plays or pauses the track.
fr_CA,fr_CI	(while playing)
fr_CA,fr_CI	Opens the track properties editor
fr_CA,fr_CI	Opens the track context menu.
fr_CA,fr_CI	(while stopped)
fr_CA,fr_CI	Old Synchronize
fr_CA,fr_CI	Syncs to the first deck (in numerical order) that is playing a track and has a BPM.
fr_CA,fr_CI	If no deck is playing, syncs to the first deck that has a BPM.
fr_CA,fr_CI	Decks can't sync to samplers and samplers can only sync to decks.
fr_CA,fr_CI	Hold for at least a second to enable sync lock for this deck.
fr_CA,fr_CI	Decks with sync locked will all play at the same tempo, and decks that also have quantize enabled will always have their beats lined up.
fr_CA,fr_CI	Resets the key to the original track key.
fr_CA,fr_CI	Speed Control
fr_CA,fr_CI	Changes the track pitch independent of the tempo.
fr_CA,fr_CI	Increases the pitch by 10 cents.
fr_CA,fr_CI	Decreases the pitch by 10 cents.
fr_CA,fr_CI	Adjust the pitch in addition to the speed slider pitch.
fr_CA,fr_CI	Opens a menu to clear hotcues or edit their labels and colors.
fr_CA,fr_CI	Toggle mix recording.
fr_CA,fr_CI	Enable Live Broadcasting
fr_CA,fr_CI	Provides visual feedback for Live Broadcasting status:
fr_CA,fr_CI	disabled, connecting, connected, failure.
fr_CA,fr_CI	When enabled, the deck directly plays the audio arriving on the vinyl input.
fr_CA,fr_CI	Blue for passthrough enabled.
fr_CA,fr_CI	Playback will resume where the track would have been if it had not entered the loop.
fr_CA,fr_CI	Turns the current loop off.
fr_CA,fr_CI	When active, the playback continues muted in the background during a loop, reverse, scratch etc.
fr_CA,fr_CI	Once disabled, the audible playback will resume where the track would have been.
fr_CA,fr_CI	Track Key
fr_CA,fr_CI	Displays the musical key of the loaded track.
fr_CA,fr_CI	Clock
fr_CA,fr_CI	Displays the current time.
fr_CA,fr_CI	Audio Latency Usage Meter
fr_CA,fr_CI	Displays the fraction of latency used for audio processing.
fr_CA,fr_CI	A high value indicates that audible glitches are likely.
fr_CA,fr_CI	Do not enable keylock, effects or additional decks in this situation.
fr_CA,fr_CI	Audio Latency Overload Indicator
fr_CA,fr_CI	If Vinyl control is enabled, displays time-coded vinyl signal quality (see Preferences -> Vinyl Control).
fr_CA,fr_CI	Drop tracks from library, external file manager, or other decks/samplers here.
fr_CA,fr_CI	Change the crossfader curve in Preferences -> Crossfader
fr_CA,fr_CI	Crossfader Orientation
fr_CA,fr_CI	Set the channel's crossfader orientation.
fr_CA,fr_CI	Either to the left side of crossfader, to the right side or to the center (unaffected by crossfader)
fr_CA,fr_CI	Activate Vinyl Control from the Menu -> Options.
fr_CA,fr_CI	Displays the current musical key of the loaded track after pitch shifting.
fr_CA,fr_CI	Fast rewind through the track.
fr_CA,fr_CI	Fast forward through the track.
fr_CA,fr_CI	Jumps to the end of the track.
fr_CA,fr_CI	Sets the pitch to a key that allows a harmonic transition from the other track. Requires a detected key on both involved decks.
fr_CA,fr_CI	Pitch Control
fr_CA,fr_CI	Pitch Rate
fr_CA,fr_CI	Displays the current playback rate of the track.
fr_CA,fr_CI	When active the track will repeat if you go past the end or reverse before the start.
fr_CA,fr_CI	Ejects track from the player.
fr_CA,fr_CI	If hotcue is set, jumps to the hotcue.
fr_CA,fr_CI	If hotcue is not set, sets the hotcue to the current play position.
fr_CA,fr_CI	Absolute mode - track position equals needle position and speed.
fr_CA,fr_CI	Relative mode - track speed equals needle speed regardless of needle position.
fr_CA,fr_CI	Constant mode - track speed equals last known-steady speed regardless of needle input.
fr_CA,fr_CI	Provides visual feedback for vinyl control status:
fr_CA,fr_CI	Green for control enabled.
fr_CA,fr_CI	Blinking yellow for when the needle reaches the end of the record.
fr_CA,fr_CI	Halves the current loop's length by moving the end marker.
fr_CA,fr_CI	Deck immediately loops if past the new endpoint.
fr_CA,fr_CI	Doubles the current loop's length by moving the end marker.
fr_CA,fr_CI	Toggles the current loop on or off.
fr_CA,fr_CI	Works only if Loop-In and Loop-Out marker are set.
fr_CA,fr_CI	Hint: Change the default cue mode in Preferences -> Interface.
fr_CA,fr_CI	Vinyl Cueing Mode
fr_CA,fr_CI	Determines how cue points are treated in vinyl control Relative mode:
fr_CA,fr_CI	Off - Cue points ignored.
fr_CA,fr_CI	One Cue - If needle is dropped after the cue point, track will seek to that cue point.
fr_CA,fr_CI	Track Time
fr_CA,fr_CI	Track Duration
fr_CA,fr_CI	Displays the duration of the loaded track.
fr_CA,fr_CI	Information is loaded from the track's metadata tags.
fr_CA,fr_CI	Track Artist
fr_CA,fr_CI	Displays the artist of the loaded track.
fr_CA,fr_CI	Track Title
fr_CA,fr_CI	Displays the title of the loaded track.
fr_CA,fr_CI	Displays the album name of the loaded track.
fr_CA,fr_CI	Track Artist/Title
fr_CA,fr_CI	Displays the artist and title of the loaded track.
fr_CA,fr_CI	Hiding tracks
fr_CA,fr_CI	The selected tracks are in the following playlists:%1Hiding them will remove them from these playlists. Continue?
fr_CA,fr_CI	Export finished
fr_CA,fr_CI	Exporting %1
fr_CA,fr_CI	Overwrite Existing File?
fr_CA,fr_CI	"%1" already exists, overwrite?
fr_CA,fr_CI	&Overwrite
fr_CA,fr_CI	Over&write All
fr_CA,fr_CI	&Skip
fr_CA,fr_CI	Skip &All
fr_CA,fr_CI	Export Error
fr_CA,fr_CI	Export Track Files To
fr_CA,fr_CI	Export process was canceled
fr_CA,fr_CI	Error removing file %1: %2. Stopping.
fr_CA,fr_CI	Error exporting track %1 to %2: %3. Stopping.
fr_CA,fr_CI	Error exporting tracks
fr_CA,fr_CI	(loading) Traktor
fr_CA,fr_CI	Error Loading Traktor Library
fr_CA,fr_CI	There was an error loading your Traktor library. Some of your Traktor tracks or playlists may not have loaded.
fr_CA,fr_CI	Wait for Video sync
fr_CA,fr_CI	Sync Control
fr_CA,fr_CI	Free + 1 ms (for benchmark only)
fr_CA,fr_CI	Time until charged: %1
fr_CA,fr_CI	Time left: %1
fr_CA,fr_CI	Battery fully charged.
fr_CA,fr_CI	No color
fr_CA,fr_CI	Custom color
fr_CA,fr_CI	Choose new cover
fr_CA,fr_CI	Clear cover
fr_CA,fr_CI	Reload from file/folder
fr_CA,fr_CI	Image Files
fr_CA,fr_CI	Change Cover Art
fr_CA,fr_CI	Cue number
fr_CA,fr_CI	Cue position
fr_CA,fr_CI	Edit cue label
fr_CA,fr_CI	Delete this cue
fr_CA,fr_CI	Update Preset
fr_CA,fr_CI	Save As New Preset...
fr_CA,fr_CI	Save snapshot
fr_CA,fr_CI	Find on Web
fr_CA,fr_CI	Load Track to Deck &%1
fr_CA,fr_CI	Loads a track in deck %1
fr_CA,fr_CI	Open
fr_CA,fr_CI	&Exit
fr_CA,fr_CI	Quits Mixxx
fr_CA,fr_CI	&Library
fr_CA,fr_CI	&Rescan Library
fr_CA,fr_CI	Rescans library folders for changes to tracks.
fr_CA,fr_CI	E&xport Library to Engine Prime
fr_CA,fr_CI	Export the library to the Engine Prime format
fr_CA,fr_CI	Create &New Playlist
fr_CA,fr_CI	Create a new playlist
fr_CA,fr_CI	Create New &Crate
fr_CA,fr_CI	Create a new crate
fr_CA,fr_CI	&View
fr_CA,fr_CI	May not be supported on all skins.
fr_CA,fr_CI	Show Skin Settings Menu
fr_CA,fr_CI	Show the Skin Settings Menu of the currently selected Skin
fr_CA,fr_CI	Show Microphone Section
fr_CA,fr_CI	Show the microphone section of the Mixxx interface.
fr_CA,fr_CI	Show Vinyl Control Section
fr_CA,fr_CI	Show the vinyl control section of the Mixxx interface.
fr_CA,fr_CI	Show Preview Deck
fr_CA,fr_CI	Show the preview deck in the Mixxx interface.
fr_CA,fr_CI	Show Cover Art
fr_CA,fr_CI	Show cover art in the Mixxx interface.
fr_CA,fr_CI	Space
fr_CA,fr_CI	&Full Screen
fr_CA,fr_CI	Display Mixxx using the full screen
fr_CA,fr_CI	&Vinyl Control
fr_CA,fr_CI	Use timecoded vinyls on external turntables to control Mixxx
fr_CA,fr_CI	Enable Vinyl Control &%1
fr_CA,fr_CI	&Record Mix
fr_CA,fr_CI	Record your mix to a file
fr_CA,fr_CI	Enable Live &Broadcasting
fr_CA,fr_CI	Stream your mixes to a shoutcast or icecast server
fr_CA,fr_CI	Enable &Keyboard Shortcuts
fr_CA,fr_CI	Toggles keyboard shortcuts on or off
fr_CA,fr_CI	&Preferences
fr_CA,fr_CI	Change Mixxx settings (e.g. playback, MIDI, controls)
fr_CA,fr_CI	&Developer
fr_CA,fr_CI	&Reload Skin
fr_CA,fr_CI	Reload the skin
fr_CA,fr_CI	Developer &Tools
fr_CA,fr_CI	Opens the developer tools dialog
fr_CA,fr_CI	Stats: &Experiment Bucket
fr_CA,fr_CI	Enables experiment mode. Collects stats in the EXPERIMENT tracking bucket.
fr_CA,fr_CI	Stats: &Base Bucket
fr_CA,fr_CI	Enables base mode. Collects stats in the BASE tracking bucket.
fr_CA,fr_CI	Deb&ugger Enabled
fr_CA,fr_CI	Enables the debugger during skin parsing
fr_CA,fr_CI	Show Keywheel
fr_CA,fr_CI	Show keywheel
fr_CA,fr_CI	&Community Support
fr_CA,fr_CI	Get help with Mixxx
fr_CA,fr_CI	&User Manual
fr_CA,fr_CI	Read the Mixxx user manual.
fr_CA,fr_CI	&Keyboard Shortcuts
fr_CA,fr_CI	Speed up your workflow with keyboard shortcuts.
fr_CA,fr_CI	&Translate This Application
fr_CA,fr_CI	Help translate this application into your language.
fr_CA,fr_CI	&About
fr_CA,fr_CI	About the application
fr_CA,fr_CI	Ready to play, analyzing...
fr_CA,fr_CI	Loading track...
fr_CA,fr_CI	Finalizing...
fr_CA,fr_CI	Clear input
fr_CA,fr_CI	Search...
fr_CA,fr_CI	Clear the search bar input field
fr_CA,fr_CI	Enter a string to search for
fr_CA,fr_CI	Use operators like bpm:115-128, artist:BooFar, -year:1990
fr_CA,fr_CI	For more information see User Manual > Mixxx Library
fr_CA,fr_CI	Shortcuts
fr_CA,fr_CI	Trigger search before search-as-you-type timeout orjump to tracks view afterwards
fr_CA,fr_CI	Toggle search history
fr_CA,fr_CI	Delete or Backspace
fr_CA,fr_CI	Delete query from history
fr_CA,fr_CI	Exit search
fr_CA,fr_CI	Search related Tracks
fr_CA,fr_CI	harmonic with %1
fr_CA,fr_CI	between %1 and %2
fr_CA,fr_CI	Directory
fr_CA,fr_CI	Load to
fr_CA,fr_CI	Add to Playlist
fr_CA,fr_CI	Update external collections
fr_CA,fr_CI	Adjust BPM
fr_CA,fr_CI	Select Color
fr_CA,fr_CI	Reset
fr_CA,fr_CI	Delete Track Files
fr_CA,fr_CI	Remove from Playlist
fr_CA,fr_CI	Remove from Crate
fr_CA,fr_CI	Hide from Library
fr_CA,fr_CI	Unhide from Library
fr_CA,fr_CI	Purge from Library
fr_CA,fr_CI	Delete Files from Disk
fr_CA,fr_CI	Properties
fr_CA,fr_CI	Select in Library
fr_CA,fr_CI	Import From File Tags
fr_CA,fr_CI	Import From MusicBrainz
fr_CA,fr_CI	Export To File Tags
fr_CA,fr_CI	BPM and Beatgrid
fr_CA,fr_CI	Play Count
fr_CA,fr_CI	Cue Point
fr_CA,fr_CI	Lock BPM
fr_CA,fr_CI	Unlock BPM
fr_CA,fr_CI	Reset BPM
fr_CA,fr_CI	Reanalyze
fr_CA,fr_CI	Update ReplayGain from Deck Gain
fr_CA,fr_CI	Add to New Crate
fr_CA,fr_CI	Permanently delete these files from disk?
fr_CA,fr_CI	This can not be undone!
fr_CA,fr_CI	Stop the deck and permanently delete this track file from disk?
fr_CA,fr_CI	Delete Files
fr_CA,fr_CI	Track Files Deleted
fr_CA,fr_CI	%1 track files were deleted from disk and purged from the Mixxx database.
fr_CA,fr_CI	Track file was deleted from disk and purged from the Mixxx database.
fr_CA,fr_CI	The following %1 file(s) could not be deleted from disk
fr_CA,fr_CI	This track file could not be deleted from disk
fr_CA,fr_CI	Remaining Track File(s)
fr_CA,fr_CI	Confirm track hide
fr_CA,fr_CI	Are you sure you want to hide the selected tracks?
fr_CA,fr_CI	Are you sure you want to remove the selected tracks from AutoDJ queue?
fr_CA,fr_CI	Are you sure you want to remove the selected tracks from this crate?
fr_CA,fr_CI	Are you sure you want to remove the selected tracks from this playlist?
fr_CA,fr_CI	Confirm track removal
fr_CA,fr_CI	Show or hide columns.
fr_CA,fr_CI	fonts
fr_CA,fr_CI	effects
fr_CA,fr_CI	library
fr_CA,fr_CI	Choose music library directory
fr_CA,fr_CI	Cannot open database
fr_CA,fr_CI	Unable to establish a database connection.\nMixxx requires QT with SQLite support. Please read the Qt SQL driver documentation for information on how to build it.\n\nClick OK to exit.
fr_CA,fr_CI	Entire music library
fr_CA,fr_CI	Selected crates
fr_CA,fr_CI	Browse
fr_CA,fr_CI	Export directory
fr_CA,fr_CI	Database version
fr_CA,fr_CI	Export Library to Engine Prime
fr_CA,fr_CI	Export Library To
fr_CA,fr_CI	No Export Directory Chosen
fr_CA,fr_CI	No export directory was chosen. Please choose a directory in order to export the music library.
fr_CA,fr_CI	A database already exists in the chosen directory. Exported tracks will be added into this database.
fr_CA,fr_CI	A database already exists in the chosen directory, but there was a problem loading it. Export is not guaranteed to succeed in this situation.
fr_CA,fr_CI	Export Modified Track Metadata
fr_CA,fr_CI	Mixxx may wait to modify files until they are not loaded to any decks or samplers. If you do not see changed metadata in other programs immediately, eject the track from all decks and samplers or shutdown Mixxx.
fr_CA,fr_CI	Export Completed
fr_CA,fr_CI	Exported %1 track(s) and %2 crate(s).
fr_CA,fr_CI	Export Failed
fr_CA,fr_CI	Export failed: %1
fr_CA,fr_CI	Exporting to Engine Prime...
fr_CA,fr_CI	Abort
fr_CA,fr_CI	Generic HID Pointer
fr_CA,fr_CI	Generic HID Mouse
fr_CA,fr_CI	Generic HID Joystick
fr_CA,fr_CI	Generic HID Game Pad
fr_CA,fr_CI	Generic HID Keyboard
fr_CA,fr_CI	Generic HID Keypad
fr_CA,fr_CI	Generic HID Multi-axis Controller
fr_CA,fr_CI	Unknown HID Desktop Device: 
fr_CA,fr_CI	Apple HID Infrared Control
fr_CA,fr_CI	Unknown Apple HID Device: 
fr_CA,fr_CI	Unknown HID Device: 
fr_CA,fr_CI	No network access
